,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+,Total known,Total unknown,Total
13.03.2020,,,,,,,,,,,,,
15.03.2020,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
17.03.2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
23.03.2020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
24.03.2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
25.03.2020,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0
28.03.2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
29.03.2020,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
30.03.2020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
31.03.2020,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,8.0
01.04.2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02.04.2020,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0
03.04.2020,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,6.0,0.0,6.0
04.04.2020,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,4.0
05.04.2020,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,7.0,0.0,7.0
06.04.2020,0.0,0.0,0.0,1.0,1.0,6.0,2.0,5.0,0.0,0.0,15.0,0.0,15.0
07.04.2020,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,5.0
08.04.2020,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,9.0,0.0,9.0
09.04.2020,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,14.0,0.0,14.0
10.04.2020,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,0.0,6.0
11.04.2020,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,7.0,0.0,7.0
12.04.2020,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,8.0,0.0,8.0
13.04.2020,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0
14.04.2020,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,9.0,0.0,9.0
15.04.2020,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,8.0,0.0,8.0
16.04.2020,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,6.0,0.0,6.0
17.04.2020,0.0,0.0,0.0,2.0,2.0,0.0,5.0,3.0,4.0,0.0,16.0,0.0,16.0
18.04.2020,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,9.0,0.0,9.0
19.04.2020,0.0,0.0,0.0,1.0,0.0,6.0,2.0,6.0,4.0,0.0,19.0,0.0,19.0
20.04.2020,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,11.0,0.0,11.0
21.04.2020,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,10.0,0.0,10.0
22.04.2020,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,9.0,0.0,9.0
23.04.2020,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,0.0,10.0,0.0,10.0
24.04.2020,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,9.0,0.0,9.0
25.04.2020,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,8.0,0.0,8.0
26.04.2020,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,0.0,14.0,0.0,14.0
27.04.2020,0.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,0.0,0.0,15.0,0.0,15.0
28.04.2020,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,5.0
29.04.2020,0.0,1.0,0.0,0.0,1.0,5.0,6.0,2.0,3.0,0.0,18.0,0.0,18.0
30.04.2020,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,3.0,0.0,10.0,0.0,10.0
01.05.2020,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,7.0,0.0,7.0
02.05.2020,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,13.0,0.0,13.0
03.05.2020,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,8.0,0.0,8.0
04.05.2020,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,4.0,0.0,15.0,0.0,15.0
05.05.2020,0.0,0.0,0.0,1.0,2.0,4.0,2.0,5.0,2.0,0.0,16.0,0.0,16.0
06.05.2020,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,2.0,1.0,13.0,0.0,13.0
07.05.2020,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,3.0,0.0,15.0,0.0,15.0
08.05.2020,0.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,2.0,0.0,11.0,0.0,11.0
09.05.2020,0.0,0.0,0.0,0.0,3.0,5.0,6.0,4.0,1.0,1.0,20.0,0.0,20.0
10.05.2020,0.0,0.0,0.0,0.0,1.0,5.0,6.0,4.0,2.0,0.0,18.0,0.0,18.0
11.05.2020,0.0,0.0,0.0,1.0,3.0,3.0,4.0,1.0,7.0,0.0,19.0,0.0,19.0
12.05.2020,0.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,2.0,0.0,15.0,0.0,15.0
13.05.2020,0.0,1.0,1.0,0.0,3.0,2.0,4.0,4.0,4.0,1.0,20.0,0.0,20.0
14.05.2020,0.0,0.0,0.0,2.0,3.0,2.0,4.0,2.0,6.0,2.0,21.0,0.0,21.0
15.05.2020,0.0,0.0,0.0,0.0,1.0,5.0,8.0,9.0,2.0,0.0,25.0,0.0,25.0
16.05.2020,0.0,0.0,0.0,1.0,0.0,3.0,5.0,8.0,3.0,0.0,20.0,0.0,20.0
17.05.2020,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,10.0,0.0,10.0
18.05.2020,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,1.0,0.0,12.0,0.0,12.0
19.05.2020,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,0.0,13.0,0.0,13.0
20.05.2020,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,0.0,13.0,0.0,13.0
21.05.2020,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,12.0,0.0,12.0
22.05.2020,0.0,0.0,1.0,0.0,1.0,4.0,4.0,3.0,1.0,0.0,14.0,0.0,14.0
23.05.2020,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,11.0,0.0,11.0
24.05.2020,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,2.0,0.0,17.0,0.0,17.0
25.05.2020,0.0,0.0,0.0,0.0,1.0,4.0,10.0,2.0,0.0,1.0,18.0,0.0,18.0
26.05.2020,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,8.0,0.0,8.0
27.05.2020,0.0,0.0,0.0,1.0,2.0,4.0,5.0,8.0,0.0,0.0,20.0,0.0,20.0
28.05.2020,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,1.0,15.0,0.0,15.0
29.05.2020,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,1.0,1.0,12.0,0.0,12.0
30.05.2020,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,2.0,15.0,0.0,15.0
31.05.2020,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,6.0,0.0,6.0
01.06.2020,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,10.0,0.0,10.0
02.06.2020,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,11.0,0.0,11.0
03.06.2020,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,0.0,10.0,0.0,10.0
04.06.2020,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,0.0,11.0,0.0,11.0
05.06.2020,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,3.0,0.0,13.0,0.0,13.0
06.06.2020,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,2.0,15.0,0.0,15.0
07.06.2020,0.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,0.0,0.0,19.0,0.0,19.0
08.06.2020,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,7.0,0.0,16.0,0.0,16.0
09.06.2020,0.0,0.0,0.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,13.0,0.0,13.0
10.06.2020,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,7.0,0.0,15.0,0.0,15.0
11.06.2020,0.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,13.0,0.0,13.0
12.06.2020,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0,0.0,10.0
13.06.2020,0.0,0.0,0.0,0.0,1.0,2.0,6.0,4.0,6.0,0.0,19.0,0.0,19.0
14.06.2020,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,1.0,0.0,15.0,0.0,15.0
15.06.2020,0.0,0.0,0.0,0.0,1.0,2.0,7.0,6.0,3.0,3.0,22.0,0.0,22.0
16.06.2020,0.0,0.0,1.0,0.0,1.0,8.0,8.0,4.0,3.0,0.0,25.0,0.0,25.0
17.06.2020,0.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,2.0,3.0,19.0,0.0,19.0
18.06.2020,0.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,2.0,0.0,13.0,0.0,13.0
19.06.2020,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,0.0,0.0,14.0,0.0,14.0
20.06.2020,0.0,0.0,0.0,1.0,2.0,2.0,8.0,4.0,2.0,1.0,20.0,0.0,20.0
21.06.2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,7.0,0.0,7.0
22.06.2020,0.0,0.0,0.0,0.0,2.0,2.0,6.0,5.0,1.0,0.0,16.0,0.0,16.0
23.06.2020,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,3.0,0.0,18.0,0.0,18.0
24.06.2020,0.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,1.0,1.0,20.0,0.0,20.0
25.06.2020,0.0,0.0,0.0,1.0,1.0,5.0,7.0,2.0,2.0,1.0,19.0,0.0,19.0
26.06.2020,0.0,0.0,0.0,0.0,3.0,2.0,9.0,1.0,3.0,0.0,18.0,0.0,18.0
27.06.2020,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,4.0,0.0,15.0,0.0,15.0
28.06.2020,0.0,0.0,0.0,4.0,1.0,1.0,6.0,4.0,3.0,1.0,20.0,0.0,20.0
29.06.2020,0.0,0.0,0.0,0.0,3.0,1.0,9.0,5.0,1.0,0.0,19.0,0.0,19.0
30.06.2020,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.0,0.0,14.0,0.0,14.0
01.07.2020,0.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,13.0,0.0,13.0
02.07.2020,0.0,0.0,0.0,0.0,0.0,3.0,9.0,5.0,6.0,0.0,23.0,0.0,23.0
03.07.2020,0.0,0.0,0.0,1.0,1.0,2.0,7.0,4.0,1.0,1.0,17.0,0.0,17.0
04.07.2020,0.0,0.0,0.0,1.0,1.0,5.0,5.0,11.0,3.0,0.0,26.0,0.0,26.0
05.07.2020,0.0,0.0,0.0,1.0,1.0,2.0,3.0,7.0,1.0,0.0,15.0,0.0,15.0
06.07.2020,0.0,0.0,0.0,0.0,2.0,1.0,4.0,10.0,5.0,1.0,23.0,0.0,23.0
07.07.2020,0.0,0.0,0.0,0.0,2.0,4.0,7.0,7.0,6.0,2.0,28.0,0.0,28.0
08.07.2020,0.0,0.0,0.0,0.0,1.0,3.0,13.0,6.0,0.0,1.0,24.0,0.0,24.0
09.07.2020,0.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,2.0,0.0,16.0,0.0,16.0
10.07.2020,0.0,0.0,1.0,0.0,0.0,6.0,3.0,6.0,3.0,0.0,19.0,0.0,19.0
11.07.2020,0.0,0.0,0.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,14.0,0.0,14.0
12.07.2020,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,0.0,13.0,0.0,13.0
13.07.2020,0.0,0.0,1.0,0.0,0.0,1.0,6.0,6.0,2.0,1.0,17.0,0.0,17.0
14.07.2020,0.0,1.0,0.0,1.0,0.0,4.0,5.0,4.0,1.0,0.0,16.0,0.0,16.0
15.07.2020,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,9.0,0.0,9.0
16.07.2020,0.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,1.0,0.0,13.0,0.0,13.0
17.07.2020,0.0,0.0,0.0,2.0,0.0,4.0,5.0,8.0,2.0,0.0,21.0,0.0,21.0
18.07.2020,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,10.0,0.0,10.0
19.07.2020,0.0,0.0,0.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,17.0,0.0,17.0
20.07.2020,0.0,0.0,1.0,0.0,1.0,5.0,6.0,7.0,1.0,0.0,21.0,0.0,21.0
21.07.2020,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,0.0,13.0,0.0,13.0
22.07.2020,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,1.0,14.0,0.0,14.0
23.07.2020,0.0,0.0,1.0,1.0,1.0,0.0,6.0,2.0,2.0,0.0,13.0,0.0,13.0
24.07.2020,0.0,0.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,1.0,21.0,0.0,21.0
25.07.2020,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,1.0,0.0,11.0,0.0,11.0
26.07.2020,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,2.0,0.0,15.0,0.0,15.0
27.07.2020,0.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,2.0,0.0,14.0,0.0,14.0
28.07.2020,0.0,0.0,0.0,1.0,0.0,7.0,5.0,8.0,1.0,1.0,23.0,0.0,23.0
29.07.2020,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,12.0,0.0,12.0
30.07.2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,2.0,13.0,0.0,13.0
31.07.2020,0.0,0.0,0.0,0.0,1.0,2.0,8.0,9.0,4.0,0.0,24.0,0.0,24.0
01.08.2020,0.0,0.0,0.0,1.0,0.0,5.0,5.0,3.0,2.0,0.0,16.0,0.0,16.0
02.08.2020,0.0,0.0,0.0,0.0,2.0,1.0,13.0,8.0,6.0,0.0,30.0,0.0,30.0
03.08.2020,0.0,0.0,0.0,1.0,4.0,8.0,5.0,4.0,1.0,2.0,25.0,0.0,25.0
04.08.2020,0.0,0.0,0.0,1.0,1.0,6.0,6.0,9.0,7.0,0.0,30.0,0.0,30.0
05.08.2020,0.0,0.0,0.0,0.0,3.0,6.0,8.0,3.0,5.0,0.0,25.0,0.0,25.0
06.08.2020,1.0,0.0,0.0,0.0,1.0,3.0,12.0,2.0,4.0,0.0,23.0,0.0,23.0
07.08.2020,0.0,0.0,0.0,1.0,1.0,2.0,6.0,6.0,2.0,1.0,19.0,0.0,19.0
08.08.2020,0.0,0.0,0.0,1.0,0.0,4.0,9.0,11.0,3.0,0.0,28.0,0.0,28.0
09.08.2020,0.0,0.0,0.0,1.0,1.0,5.0,10.0,7.0,4.0,2.0,30.0,0.0,30.0
10.08.2020,0.0,0.0,0.0,0.0,1.0,6.0,14.0,6.0,0.0,0.0,27.0,0.0,27.0
11.08.2020,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,3.0,0.0,21.0,0.0,21.0
12.08.2020,0.0,0.0,0.0,0.0,3.0,4.0,7.0,4.0,2.0,0.0,20.0,0.0,20.0
13.08.2020,0.0,0.0,0.0,1.0,0.0,4.0,4.0,11.0,5.0,0.0,25.0,0.0,25.0
14.08.2020,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,8.0,1.0,29.0,0.0,29.0
15.08.2020,0.0,0.0,1.0,0.0,2.0,3.0,15.0,8.0,5.0,1.0,35.0,0.0,35.0
16.08.2020,0.0,0.0,1.0,0.0,3.0,5.0,8.0,12.0,3.0,1.0,33.0,0.0,33.0
17.08.2020,0.0,0.0,0.0,0.0,0.0,8.0,9.0,13.0,4.0,1.0,35.0,0.0,35.0
18.08.2020,0.0,0.0,0.0,1.0,2.0,7.0,10.0,5.0,7.0,0.0,32.0,0.0,32.0
19.08.2020,0.0,0.0,0.0,1.0,0.0,7.0,11.0,5.0,5.0,0.0,29.0,0.0,29.0
20.08.2020,0.0,0.0,0.0,2.0,2.0,4.0,11.0,11.0,5.0,2.0,37.0,0.0,37.0
21.08.2020,0.0,0.0,0.0,2.0,4.0,5.0,12.0,6.0,7.0,2.0,38.0,0.0,38.0
22.08.2020,0.0,0.0,0.0,1.0,1.0,6.0,12.0,9.0,7.0,0.0,36.0,0.0,36.0
23.08.2020,0.0,0.0,0.0,3.0,3.0,5.0,13.0,10.0,9.0,0.0,43.0,0.0,43.0
24.08.2020,0.0,1.0,1.0,0.0,1.0,7.0,6.0,8.0,7.0,1.0,32.0,0.0,32.0
25.08.2020,0.0,0.0,2.0,1.0,1.0,6.0,10.0,7.0,4.0,3.0,34.0,0.0,34.0
26.08.2020,0.0,0.0,0.0,3.0,2.0,1.0,11.0,13.0,7.0,1.0,38.0,0.0,38.0
27.08.2020,0.0,0.0,0.0,1.0,0.0,3.0,10.0,11.0,9.0,2.0,36.0,0.0,36.0
28.08.2020,0.0,0.0,0.0,1.0,2.0,10.0,12.0,16.0,6.0,0.0,47.0,0.0,47.0
29.08.2020,0.0,0.0,0.0,1.0,1.0,4.0,12.0,13.0,10.0,1.0,42.0,0.0,42.0
30.08.2020,0.0,0.0,0.0,1.0,1.0,8.0,19.0,16.0,7.0,5.0,57.0,0.0,57.0
31.08.2020,0.0,0.0,0.0,0.0,2.0,3.0,21.0,6.0,12.0,1.0,45.0,0.0,45.0
01.09.2020,0.0,0.0,0.0,1.0,1.0,3.0,10.0,19.0,8.0,2.0,44.0,0.0,44.0
02.09.2020,0.0,0.0,0.0,0.0,2.0,10.0,13.0,15.0,5.0,1.0,46.0,0.0,46.0
03.09.2020,0.0,0.0,0.0,0.0,3.0,9.0,19.0,8.0,7.0,2.0,48.0,0.0,48.0
04.09.2020,0.0,0.0,0.0,0.0,2.0,3.0,14.0,10.0,6.0,1.0,36.0,0.0,36.0
05.09.2020,0.0,0.0,0.0,1.0,2.0,8.0,17.0,13.0,12.0,2.0,55.0,0.0,55.0
06.09.2020,0.0,0.0,0.0,0.0,2.0,4.0,13.0,17.0,6.0,2.0,44.0,0.0,44.0
07.09.2020,0.0,0.0,0.0,0.0,3.0,12.0,9.0,12.0,13.0,1.0,50.0,0.0,50.0
08.09.2020,0.0,0.0,0.0,0.0,2.0,9.0,12.0,18.0,4.0,0.0,45.0,0.0,45.0
09.09.2020,0.0,0.0,0.0,0.0,2.0,4.0,18.0,18.0,8.0,0.0,50.0,0.0,50.0
10.09.2020,0.0,0.0,2.0,2.0,1.0,8.0,22.0,14.0,6.0,0.0,55.0,0.0,55.0
11.09.2020,0.0,0.0,0.0,1.0,4.0,7.0,13.0,9.0,3.0,0.0,37.0,0.0,37.0
12.09.2020,0.0,0.0,0.0,0.0,0.0,6.0,13.0,16.0,11.0,0.0,46.0,0.0,46.0
13.09.2020,0.0,0.0,0.0,0.0,5.0,11.0,19.0,20.0,5.0,1.0,61.0,0.0,61.0
14.09.2020,0.0,0.0,0.0,1.0,1.0,8.0,17.0,11.0,6.0,1.0,45.0,0.0,45.0
15.09.2020,0.0,0.0,0.0,0.0,1.0,10.0,18.0,16.0,12.0,0.0,57.0,0.0,57.0
16.09.2020,1.0,0.0,0.0,3.0,0.0,4.0,15.0,8.0,4.0,2.0,37.0,0.0,37.0
17.09.2020,0.0,0.0,0.0,1.0,2.0,7.0,11.0,17.0,8.0,1.0,47.0,0.0,47.0
18.09.2020,0.0,0.0,0.0,1.0,1.0,6.0,16.0,15.0,10.0,2.0,51.0,0.0,51.0
19.09.2020,0.0,0.0,0.0,1.0,0.0,8.0,18.0,11.0,6.0,1.0,45.0,0.0,45.0
20.09.2020,0.0,0.0,0.0,0.0,0.0,10.0,16.0,8.0,8.0,0.0,42.0,0.0,42.0
21.09.2020,0.0,0.0,0.0,0.0,3.0,10.0,16.0,8.0,8.0,1.0,46.0,0.0,46.0
22.09.2020,0.0,0.0,0.0,1.0,4.0,10.0,19.0,6.0,10.0,0.0,50.0,0.0,50.0
23.09.2020,0.0,0.0,0.0,1.0,3.0,9.0,13.0,13.0,11.0,3.0,53.0,0.0,53.0
24.09.2020,0.0,0.0,1.0,0.0,4.0,5.0,13.0,12.0,14.0,2.0,51.0,0.0,51.0
25.09.2020,0.0,0.0,0.0,1.0,4.0,5.0,8.0,6.0,5.0,0.0,29.0,0.0,29.0
26.09.2020,0.0,0.0,0.0,0.0,1.0,7.0,10.0,10.0,6.0,0.0,34.0,0.0,34.0
27.09.2020,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,9.0,0.0,9.0
